Date,Time,Action,Direction,EntryType,Score,SpreadScore,BodyScore,AlignScore,WickScore,MomentumScore,ATRScore,EntryPrice,ExitPrice,StopPrice,SMA20,SMA200,Spread,ATR,PnL,DailyPnL,TotalPnL,ExitReason,TradesToday,BreatheWhipsaws
2026-01-28,09:36,ENTRY,LONG,Pullback,61,9,51,5,10,0,40,0,88,9,100,0,63,2,26476,75,0,00,26468,75,26470,23,26501,98,31,75,14,33,0,00,0,00,0,00,,1,0
2026-01-28,09:38,EXIT,LONG,Pullback,61,9,51,5,10,0,40,0,88,9,100,0,63,2,26476,75,26449,25,26468,75,26468,80,26501,59,32,79,15,39,-55,00,-55,00,-55,00,BreatheWhipsaw,1,1
2026-01-28,09:40,ENTRY,SHORT,Ruptura,81,4,53,8,78,7,100,0,100,0,75,0,69,1,26434,75,0,00,26447,41,26466,55,26501,14,34,59,15,88,0,00,-55,00,-55,00,,2,1
2026-01-28,09:42,EXIT,SHORT,Ruptura,81,4,53,8,78,7,100,0,100,0,75,0,69,1,26434,75,26459,00,26447,41,26465,13,26500,79,35,66,16,84,-48,50,-103,50,-103,50,BreatheWhipsaw,2,2
2026-01-28,10:50,ENTRY,SHORT,Ruptura,83,4,73,8,90,2,100,0,80,6,100,0,57,0,26382,00,0,00,26398,14,26432,25,26490,85,58,60,21,52,0,00,-103,50,-103,50,,3,2
2026-01-28,10:52,EXIT,SHORT,Ruptura,83,4,73,8,90,2,100,0,80,6,100,0,57,0,26382,00,26401,50,26398,14,26429,50,26490,40,60,90,21,59,-39,00,-142,50,-142,50,BreatheWhipsaw,3,3
2026-01-28,11:44,ENTRY,SHORT,Ruptura,85,3,100,0,100,0,100,0,100,0,75,0,38,9,26352,50,0,00,26365,72,26382,56,26477,14,94,58,16,96,0,00,-142,50,-142,50,,4,3
2026-01-28,12:00,EXIT,SHORT,Ruptura,85,3,100,0,100,0,100,0,100,0,75,0,38,9,26352,50,26336,75,26332,75,26358,05,26470,55,112,50,16,42,31,50,-111,00,-111,00,TrailStop,4,3
2026-01-28,12:02,ENTRY,SHORT,Tendencia,68,2,100,0,33,2,100,0,25,3,50,0,40,2,26330,75,0,00,26345,25,26355,36,26469,73,114,37,16,36,0,00,-111,00,-111,00,,5,3
2026-01-28,12:06,EXIT,SHORT,Tendencia,68,2,100,0,33,2,100,0,25,3,50,0,40,2,26330,75,26351,75,26345,25,26352,44,26468,17,115,74,16,54,-42,00,-153,00,-153,00,BreatheWhipsaw,5,4
2026-01-28,13:42,ENTRY,SHORT,Ruptura,84,9,76,4,100,0,100,0,100,0,100,0,36,2,26359,75,0,00,26368,80,26367,81,26428,90,61,08,11,40,0,00,-153,00,-153,00,,6,4
2026-01-28,13:44,EXIT,SHORT,Ruptura,84,9,76,4,100,0,100,0,100,0,100,0,36,2,26359,75,26373,50,26368,80,26369,51,26428,15,58,64,11,92,-27,50,-180,50,-180,50,BreatheWhipsaw,6,5
2026-01-28,14:32,ENTRY,SHORT,Ruptura,87,9,63,7,100,0,100,0,97,8,75,0,71,7,26335,75,0,00,26352,10,26365,35,26411,74,46,39,20,80,0,00,-180,50,-180,50,,7,5
2026-01-28,14:34,EXIT,SHORT,Ruptura,87,9,63,7,100,0,100,0,97,8,75,0,71,7,26335,75,26347,00,26352,10,26363,60,26410,98,47,38,23,77,-22,50,-203,00,-203,00,BreatheWhipsaw,7,6
2026-01-29,09:34,ENTRY,SHORT,Pullback,66,7,66,2,10,3,100,0,20,0,100,0,72,1,26334,00,0,00,26350,77,26375,68,26425,15,49,48,16,77,0,00,0,00,-203,00,,1,0
2026-01-29,09:36,EXIT,SHORT,Pullback,66,7,66,2,10,3,100,0,20,0,100,0,72,1,26334,00,26324,50,26350,77,26371,88,26424,39,52,51,17,93,19,00,19,00,-184,00,BreatheWhipsaw,1,1
2026-01-29,09:38,ENTRY,SHORT,Pullback,94,3,73,3,98,4,100,0,98,9,100,0,87,2,26277,75,0,00,26293,64,26365,43,26423,41,57,99,20,85,0,00,19,00,-184,00,,2,1
2026-01-29,09:50,EXIT,SHORT,Pullback,94,3,73,3,98,4,100,0,98,9,100,0,87,2,26277,75,26187,25,26189,00,26310,15,26415,81,105,66,32,47,181,00,200,00,-3,00,TrailStop,2,1
2026-01-29,09:52,ENTRY,SHORT,Tendencia,71,6,100,0,33,6,100,0,23,6,25,0,100,0,26200,00,0,00,26222,25,26301,31,26414,54,113,23,32,84,0,00,200,00,-3,00,,3,1
2026-01-29,10:08,EXIT,SHORT,Tendencia,71,6,100,0,33,6,100,0,23,6,25,0,100,0,26200,00,26012,75,26036,58,26186,69,26398,57,211,88,44,04,374,50,574,50,371,50,TrailStop,3,1
2026-01-30,09:34,ENTRY,LONG,Tendencia,60,0,58,3,10,0,100,0,99,4,25,0,59,8,26047,75,0,00,26037,25,26043,94,26003,95,39,99,26,66,0,00,0,00,371,50,,1,0
2026-01-30,09:36,EXIT,LONG,Tendencia,60,0,58,3,10,0,100,0,99,4,25,0,59,8,26047,75,26091,25,26037,25,26047,14,26004,70,42,44,29,54,87,00,87,00,458,50,BreatheWhipsaw,1,1
2026-01-30,09:38,ENTRY,LONG,Pullback,70,9,62,6,51,6,100,0,55,4,75,0,66,9,26111,25,0,00,26080,61,26050,64,26005,55,45,09,30,39,0,00,87,00,458,50,,2,1
2026-01-30,09:40,EXIT,LONG,Pullback,70,9,62,6,51,6,100,0,55,4,75,0,66,9,26111,25,26076,75,26080,61,26052,46,26006,23,46,24,32,83,-69,00,18,00,389,50,BreatheWhipsaw,2,2
2026-01-30,09:42,ENTRY,LONG,Ruptura,86,7,66,5,100,0,100,0,100,0,50,0,75,1,26133,00,0,00,26106,44,26057,10,26007,28,49,82,35,07,0,00,18,00,389,50,,3,2
2026-01-30,09:46,EXIT,LONG,Ruptura,86,7,66,5,100,0,100,0,100,0,50,0,75,1,26133,00,26100,25,26106,44,26064,15,26009,20,54,95,36,43,-65,50,-47,50,324,00,BreatheWhipsaw,3,3
2026-01-30,10:32,ENTRY,SHORT,Ruptura,84,1,76,6,100,0,70,0,100,0,100,0,62,3,26008,25,0,00,26039,15,26086,98,26025,67,61,31,41,20,0,00,-47,50,324,00,,4,3
2026-01-30,10:36,EXIT,SHORT,Ruptura,84,1,76,6,100,0,70,0,100,0,100,0,62,3,26008,25,26076,00,26039,15,26075,98,26026,05,49,93,40,07,-135,50,-183,00,188,50,HardStop,4,3
2026-01-30,10:38,ENTRY,LONG,Ruptura,84,6,66,3,100,0,100,0,100,0,50,0,64,9,26097,25,0,00,26064,16,26076,10,26026,59,49,51,44,12,0,00,-183,00,188,50,,5,3
2026-01-30,10:40,EXIT,LONG,Ruptura,84,6,66,3,100,0,100,0,100,0,50,0,64,9,26097,25,26071,00,26064,16,26075,33,26026,97,48,36,45,18,-52,50,-235,50,136,00,BreatheWhipsaw,5,4
2026-02-02,09:32,ENTRY,LONG,Tendencia,94,6,100,0,100,0,100,0,100,0,75,0,71,2,25865,00,0,00,25841,34,25752,18,25666,57,85,61,20,55,0,00,0,00,136,00,,1,0
2026-02-02,09:36,EXIT,LONG,Tendencia,94,6,100,0,100,0,100,0,100,0,75,0,71,2,25865,00,25888,25,25841,34,25765,93,25669,77,96,15,24,78,46,50,46,50,182,50,BreatheWhipsaw,1,1
2026-02-02,09:38,ENTRY,LONG,Tendencia,95,8,100,0,97,7,100,0,100,0,75,0,87,6,25945,00,0,00,25916,86,25775,35,25671,69,103,66,26,52,0,00,46,50,182,50,,2,1
2026-02-02,10:00,EXIT,LONG,Tendencia,95,8,100,0,97,7,100,0,100,0,75,0,87,6,25945,00,25963,75,25983,25,25896,61,25692,72,203,89,26,86,37,50,84,00,220,00,TrailStop,2,1
2026-02-02,10:02,ENTRY,LONG,Tendencia,80,7,100,0,51,9,100,0,97,0,25,0,80,9,25999,75,0,00,25963,50,25908,06,25694,54,213,53,29,34,0,00,84,00,220,00,,3,1
2026-02-02,10:31,EXIT,LONG,Tendencia,80,7,100,0,51,9,100,0,97,0,25,0,80,9,25999,75,26084,25,26103,99,26063,49,25727,92,335,57,22,62,169,00,253,00,389,00,TrailStop,3,1
2026-02-02,10:32,ENTRY,LONG,Tendencia,88,0,100,0,90,8,100,0,71,1,75,0,52,8,26104,50,0,00,26084,47,26068,08,25730,32,337,76,22,70,0,00,253,00,389,00,,4,1
2026-02-02,10:42,EXIT,LONG,Tendencia,88,0,100,0,90,8,100,0,71,1,75,0,52,8,26104,50,26112,50,26122,50,26097,43,25742,63,354,79,20,91,16,00,269,00,405,00,TrailStop,4,1
