Date,Time,Open,High,Low,Close,Volume,SMA20,SMA200,Spread,ATR,PriceVsSMA20,PriceVsSMA200,Position,TradeState,EntryType,Score,DailyPnL,TotalPnL,TradesToday,Whipsaws,ChoppyMode,Decision
2026-01-28,01:02,26460,00,26514,25,26460,00,26510,25,10125,26455,16,26418,90,36,27,7,55,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:04,26510,50,26512,75,26496,50,26499,00,3005,26457,76,26419,67,38,09,8,18,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:06,26498,75,26516,00,26497,75,26511,25,2180,26461,13,26420,48,40,64,8,90,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:08,26511,75,26512,25,26503,50,26506,25,1291,26464,21,26421,27,42,95,8,89,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:10,26505,75,26509,75,26502,50,26503,75,786,26467,10,26422,03,45,07,8,77,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:12,26503,25,26514,00,26500,00,26508,50,1067,26470,18,26422,82,47,35,9,14,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:14,26508,75,26521,00,26507,75,26516,50,1218,26473,71,26423,65,50,07,9,44,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:16,26516,00,26520,75,26512,25,26515,00,856,26477,06,26424,46,52,60,9,37,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:18,26514,00,26520,00,26513,75,26518,50,587,26480,60,26425,32,55,28,9,15,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:20,26518,25,26534,75,26518,25,26532,00,2127,26484,50,26426,23,58,27,9,67,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:22,26532,25,26535,00,26524,75,26526,50,1158,26488,06,26427,12,60,94,9,71,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:24,26526,50,26527,50,26520,25,26521,25,605,26491,59,26427,98,63,61,9,54,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:26,26520,50,26526,00,26515,75,26524,00,886,26495,13,26428,82,66,31,9,59,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:28,26523,75,26527,75,26520,25,26521,25,467,26498,39,26429,66,68,73,9,44,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:30,26520,75,26520,75,26509,00,26516,00,1899,26501,38,26430,47,70,90,9,64,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:32,26516,50,26556,50,26515,50,26553,00,4433,26506,06,26431,48,74,58,11,88,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:34,26552,50,26563,25,26544,25,26547,75,2595,26510,50,26432,45,78,05,12,39,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:36,26548,25,26548,75,26539,25,26542,50,1225,26514,70,26433,39,81,31,12,18,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:38,26542,75,26551,75,26541,25,26551,00,903,26519,21,26434,38,84,83,12,06,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:40,26551,75,26555,75,26548,25,26549,75,1054,26523,70,26435,37,88,33,11,74,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:42,26549,75,26550,50,26536,75,26538,50,1329,26525,11,26436,30,88,81,11,88,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:44,26538,50,26541,25,26528,25,26531,50,984,26526,74,26437,20,89,54,11,96,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:46,26531,50,26532,25,26521,25,26522,75,1024,26527,31,26438,04,89,27,11,89,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:48,26522,25,26528,25,26520,50,26526,50,867,26528,33,26438,88,89,44,11,60,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:50,26525,75,26527,50,26519,75,26523,50,629,26529,31,26439,69,89,63,11,32,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:52,26524,00,26534,75,26522,50,26534,75,926,26530,63,26440,49,90,14,11,39,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:54,26534,75,26542,75,26530,75,26533,00,965,26531,45,26441,29,90,16,11,43,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:56,26533,00,26535,75,26524,00,26526,25,578,26532,01,26442,05,89,96,11,45,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,01:58,26525,25,26530,25,26521,25,26522,00,577,26532,19,26442,81,89,38,11,28,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:00,26521,75,26525,75,26514,75,26516,75,893,26531,43,26443,53,87,90,11,26,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:02,26516,00,26518,75,26506,25,26511,75,1833,26530,69,26444,22,86,47,11,35,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:04,26511,50,26521,50,26511,00,26520,25,1546,26530,64,26444,97,85,67,11,29,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:06,26520,75,26525,50,26516,50,26523,25,1014,26530,60,26445,68,84,92,11,12,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:08,26523,50,26524,75,26514,50,26521,50,849,26530,61,26446,38,84,23,11,06,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:10,26521,50,26531,25,26521,50,26530,25,757,26531,33,26447,12,84,20,10,97,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:12,26530,00,26531,25,26521,25,26523,25,704,26529,84,26447,79,82,05,10,90,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:14,26523,50,26538,50,26523,50,26532,25,988,26529,06,26448,48,80,59,11,21,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:16,26532,25,26536,75,26529,50,26530,75,643,26528,48,26449,10,79,37,10,93,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:18,26530,75,26533,25,26522,00,26527,25,754,26527,29,26449,68,77,60,10,95,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:20,26527,50,26531,75,26524,25,26530,75,459,26526,34,26450,28,76,06,10,70,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:22,26530,25,26532,50,26527,50,26529,75,322,26525,90,26450,88,75,03,10,30,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:24,26529,50,26530,25,26523,25,26524,00,399,26525,53,26451,40,74,12,10,06,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:26,26524,25,26526,75,26520,25,26526,25,338,26525,70,26451,95,73,75,9,81,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:28,26526,25,26526,75,26516,50,26517,25,462,26525,24,26452,47,72,77,9,84,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:30,26517,25,26520,75,26515,75,26518,00,403,26524,96,26452,97,71,99,9,49,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:32,26517,75,26518,50,26508,50,26510,25,1258,26523,74,26453,44,70,29,9,53,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:34,26510,25,26515,75,26508,00,26509,25,537,26522,55,26453,92,68,63,9,40,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:36,26509,00,26513,50,26506,75,26507,75,537,26521,63,26454,38,67,25,9,21,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:38,26507,75,26512,25,26503,00,26507,25,865,26520,89,26454,82,66,07,9,21,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:40,26507,75,26518,00,26507,75,26517,25,753,26520,91,26455,30,65,61,9,32,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:42,26517,50,26523,75,26515,00,26521,25,666,26521,39,26455,75,65,64,9,28,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:44,26520,75,26528,75,26518,50,26528,00,938,26521,78,26456,25,65,53,9,35,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:46,26528,50,26535,75,26525,75,26528,25,787,26522,03,26456,76,65,27,9,40,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:48,26528,75,26531,75,26521,75,26528,00,838,26522,35,26457,23,65,12,9,44,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:50,26528,25,26537,25,26527,75,26534,25,766,26522,55,26457,72,64,83,9,45,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:52,26534,00,26536,00,26528,50,26533,50,329,26523,06,26458,18,64,88,9,31,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:54,26533,25,26533,75,26525,50,26527,25,394,26522,81,26458,62,64,19,9,23,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:56,26526,75,26530,00,26524,25,26526,00,405,26522,58,26459,08,63,49,8,98,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,02:58,26526,25,26529,25,26523,00,26525,50,451,26522,49,26459,53,62,96,8,79,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:00,26525,75,26532,25,26524,75,26530,25,350,26522,46,26460,02,62,44,8,70,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:02,26529,50,26532,75,26518,00,26529,75,1412,26522,46,26460,48,61,98,9,13,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:04,26529,25,26546,25,26528,75,26532,25,1812,26522,88,26460,97,61,91,9,73,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:06,26530,75,26539,75,26528,75,26532,75,824,26523,20,26461,46,61,74,9,82,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:08,26532,50,26532,50,26520,25,26520,25,880,26523,35,26461,88,61,47,10,01,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:10,26519,75,26528,50,26517,25,26518,25,496,26523,36,26462,28,61,08,10,10,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:12,26518,25,26527,50,26516,50,26523,25,596,26524,01,26462,70,61,31,10,16,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:14,26523,50,26524,50,26515,50,26517,50,497,26524,43,26463,13,61,30,10,08,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:16,26516,75,26524,25,26514,25,26515,50,629,26524,81,26463,55,61,26,10,07,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:18,26514,50,26519,00,26508,00,26509,50,688,26524,93,26463,95,60,98,10,14,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:20,26508,75,26508,75,26495,75,26497,75,1640,26523,95,26464,29,59,66,10,40,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:22,26497,75,26508,50,26491,25,26506,00,1876,26523,19,26464,67,58,52,10,89,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:24,26506,50,26526,00,26503,50,26524,75,1446,26523,03,26465,16,57,86,11,72,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:26,26525,00,26533,25,26521,00,26528,00,1415,26523,01,26465,69,57,33,11,75,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:28,26527,25,26528,75,26514,50,26515,25,967,26522,38,26466,12,56,26,11,93,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:30,26516,00,26522,50,26514,75,26516,75,581,26521,50,26466,56,54,94,11,63,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:32,26516,25,26522,00,26514,75,26520,50,695,26520,85,26467,02,53,83,11,32,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:34,26519,75,26525,25,26517,50,26519,00,571,26520,44,26467,51,52,93,11,07,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:36,26518,75,26525,50,26518,25,26521,25,470,26520,20,26468,02,52,18,10,79,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:38,26521,50,26527,75,26521,00,26523,25,519,26520,09,26468,55,51,54,10,50,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:40,26523,25,26529,25,26521,75,26526,25,276,26519,89,26469,09,50,80,10,29,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:42,26526,75,26527,75,26517,75,26522,25,601,26519,51,26469,55,49,96,10,27,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:44,26522,00,26522,50,26517,25,26522,00,367,26519,00,26470,03,48,97,9,91,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:46,26522,25,26523,50,26501,75,26502,25,1071,26517,48,26470,42,47,06,10,76,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:48,26502,50,26505,50,26496,00,26503,75,1205,26516,65,26470,82,45,83,10,67,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:50,26504,50,26506,50,26492,75,26493,50,1128,26515,41,26471,12,44,29,10,89,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:52,26494,00,26495,50,26485,50,26493,50,1421,26513,93,26471,41,42,51,10,82,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:54,26492,75,26497,00,26486,25,26495,25,862,26512,81,26471,73,41,09,10,82,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:56,26496,25,26501,75,26492,25,26498,50,863,26511,96,26472,07,39,89,10,72,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,03:58,26497,50,26497,75,26486,75,26489,00,828,26510,94,26472,37,38,57,10,80,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:00,26489,25,26494,75,26484,50,26494,00,783,26510,75,26472,68,38,08,10,76,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:02,26494,00,26498,75,26483,75,26483,75,1295,26509,64,26472,93,36,71,11,06,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:04,26484,00,26491,25,26481,75,26485,25,918,26507,66,26473,20,34,46,10,95,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:06,26484,75,26488,25,26472,75,26476,25,1616,26505,08,26473,42,31,65,11,27,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:08,26476,50,26480,50,26471,75,26480,25,947,26503,33,26473,67,29,66,11,09,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:10,26480,00,26492,75,26474,75,26491,00,1029,26502,04,26473,99,28,05,11,59,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:12,26491,25,26498,75,26486,00,26498,25,1160,26500,93,26474,32,26,61,11,67,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:14,26498,25,26499,00,26483,50,26490,25,667,26499,49,26474,64,24,85,11,94,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:16,26490,25,26491,00,26482,00,26488,00,468,26497,83,26474,94,22,89,11,73,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:18,26488,00,26494,25,26483,00,26488,25,458,26496,08,26475,22,20,85,11,70,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:20,26489,50,26492,00,26480,25,26481,00,456,26493,81,26475,48,18,33,11,70,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:22,26481,00,26484,50,26471,75,26479,25,1258,26491,66,26475,73,15,93,11,78,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:24,26478,75,26480,75,26472,25,26474,50,540,26489,29,26475,99,13,30,11,54,DEBAJO,DEBAJO,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:26,26474,50,26481,25,26469,75,26472,00,788,26487,78,26476,22,11,56,11,54,DEBAJO,DEBAJO,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:28,26472,25,26477,00,26469,75,26472,75,505,26486,23,26476,46,9,77,11,23,DEBAJO,DEBAJO,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:30,26472,50,26481,25,26472,25,26477,00,673,26485,40,26476,70,8,70,11,07,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:32,26476,75,26480,25,26469,00,26470,75,1215,26484,26,26476,90,7,36,11,09,DEBAJO,DEBAJO,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:34,26471,50,26479,00,26466,25,26477,75,819,26483,39,26477,13,6,26,11,21,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:36,26477,50,26478,50,26473,50,26477,50,366,26482,34,26477,37,4,97,10,76,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:38,26478,50,26488,75,26478,00,26483,25,1111,26482,05,26477,65,4,40,10,80,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:40,26483,75,26485,50,26477,00,26481,25,574,26481,41,26477,91,3,50,10,63,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:42,26480,75,26482,75,26474,00,26478,75,470,26481,16,26478,16,3,00,10,50,DEBAJO,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:44,26478,50,26486,25,26478,50,26485,00,540,26481,15,26478,43,2,72,10,30,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:46,26484,75,26491,75,26482,75,26491,25,635,26481,90,26478,73,3,17,10,21,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:48,26491,25,26495,00,26485,50,26488,25,672,26482,30,26479,02,3,28,10,16,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:50,26488,25,26488,25,26484,00,26486,75,388,26482,09,26479,30,2,79,9,74,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:52,26486,75,26501,00,26486,25,26500,75,798,26482,21,26479,66,2,55,10,09,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:54,26500,50,26504,25,26497,00,26497,00,811,26482,55,26480,02,2,53,9,89,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:56,26497,00,26504,00,26492,25,26501,50,644,26483,23,26480,39,2,83,10,02,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
2026-01-28,04:58,26501,25,26505,25,26499,25,26503,75,521,26484,00,26480,76,3,24,9,74,ENCIMA,ENCIMA,FLAT,Flat,,0,0,0,00,0,00,0,0,NO,OUT_OF_SESSION
